,Application ID,Application Type,Customer ID,Group Name ID,RM ID,Entered Date,Closed Date,Next Review Date,Product ID,Start Date,Term (mths),Expiry Date,Rate Applied,Margin Agreed,Capital,Annual Interest Income,Collateral Type,Face Value,Rating
248,ID1242,Dealer,IFR120,GRP500,RM2010,12/15/2015,3/15/2016,3/15/2017,PRD003,3/15/2016,60,3/19/2021,2.1,0.12,5940000,131868,Fixed Company Charge,15000000,6
249,ID1485,Dealer,IFR164,GRP517,RM2000,12/15/2015,3/15/2016,3/15/2017,PRD005,3/15/2016,12,3/16/2017,1.76,0.26,4390000,88678,Stock Mortgage,21000000,6
250,ID1395,Dealer,IFR124,GRP514,RM2009,12/18/2015,1/16/2016,1/15/2017,PRD004,1/16/2016,48,1/19/2020,3.2,0.44,1390000,50596,Bill of Sale over business assets,3500000,4
251,ID1330,Dealer,IFR123,GRP520,RM2037,12/23/2015,3/28/2016,3/28/2017,PRD019,3/28/2016,24,3/30/2018,2.02,0.27,3620000,82898,Limited Guarantee and Indemnity (supported),21100000,4
252,ID1022,Commercial,IFR150,GRP514,RM2007,12/26/2015,2/5/2016,2/4/2017,PRD017,2/5/2016,6,8/6/2016,3.01,0.1,1360000,42296,Residential Property,5000000,3
253,ID1051,Dealer,IFR150,GRP514,RM2001,1/1/2016,4/20/2016,4/20/2017,PRD011,4/20/2016,12,4/21/2017,2.55,0.29,5720000,162448,Fixed and Floating Charge (Cashflow lending),18600000,1
254,ID1218,Dealer,IFR116,GRP517,RM2028,1/1/2016,4/12/2016,4/12/2017,PRD018,4/12/2016,48,4/15/2020,2.92,0.13,2230000,68015,Unregistered Mortgage over an unregistered lease,4700000,4
255,ID1478,Commercial,IFR132,GRP517,RM2030,1/1/2016,4/11/2016,4/11/2017,PRD014,4/11/2016,24,4/13/2018,3.4,0.3,2100000,77700,Traded Equities,13700000,1
256,ID1018,Dealer,IFR175,GRP500,RM2038,1/3/2016,4/18/2016,4/18/2017,PRD014,4/18/2016,24,4/20/2018,3.35,0.21,1650000,58740,Cash and Cash E,8700000,5
257,ID1219,Dealer,IFR166,GRP500,RM2022,1/5/2016,2/29/2016,2/28/2017,PRD006,2/29/2016,12,3/1/2017,3.16,0.46,820000,29684,Commercial Property,6500000,1
258,ID1231,Commercial,IFR152,GRP500,RM2007,1/6/2016,2/7/2016,2/6/2017,PRD016,2/7/2016,24,2/8/2018,2.13,0.36,3630000,90387,Term Deposit at the bank.,11000000,1
259,ID1381,Commercial,IFR188,GRP515,RM2019,1/6/2016,3/31/2016,3/31/2017,PRD013,3/31/2016,24,4/2/2018,3.42,0.32,5520000,206448,Collateral Type Desc,6900000,6
260,ID1405,Dealer,IFR173,GRP500,RM2010,1/8/2016,5/5/2016,5/5/2017,PRD019,5/5/2016,60,5/9/2021,1.64,0.3,6380000,123772,Traded Equities,9500000,3
261,ID1187,Dealer,IFR121,GRP500,RM2037,1/10/2016,5/18/2016,5/18/2017,PRD012,5/18/2016,36,5/21/2019,1.66,0.33,3380000,67262,Limited Guarantee and Indemnity (unsupported),3000000,4
262,ID1037,Commercial,IFR141,GRP514,RM2003,1/11/2016,4/8/2016,4/8/2017,PRD004,4/8/2016,6,10/8/2016,2.31,0.36,6920000,184764,Mortgage over a lease,9300000,2
263,ID1249,Dealer,IFR125,GRP514,RM2006,1/11/2016,3/30/2016,3/30/2017,PRD009,3/30/2016,6,9/29/2016,2.11,0.1,6600000,145860,Bill of Sale over business assets,11100000,6
264,ID1469,Property Development,IFR122,GRP511,RM2039,1/11/2016,3/18/2016,3/18/2017,PRD002,3/18/2016,12,3/19/2017,2.48,0.29,3750000,103875,Stock Mortgage,8300000,6
265,ID1075,Dealer,IFR165,GRP514,RM2028,1/13/2016,4/19/2016,4/19/2017,PRD006,4/19/2016,12,4/20/2017,3.73,0.31,350000,14140,Bill of Sale over a Post Office licence,12000000,2
266,ID1251,Commercial,IFR166,GRP500,RM2039,1/16/2016,5/18/2016,5/18/2017,PRD020,5/18/2016,12,5/19/2017,2.19,0.46,5880000,155820,Cash and Cash E,12300000,4
267,ID1272,Commercial,IFR199,GRP514,RM2006,1/19/2016,4/26/2016,4/26/2017,PRD011,4/26/2016,12,4/27/2017,3.08,0.35,6620000,227066,Tripartite Deed/Agreement,6000000,6
268,ID1081,Dealer,IFR159,GRP502,RM2038,1/20/2016,5/24/2016,5/24/2017,PRD020,5/24/2016,12,5/25/2017,2.65,0.27,3650000,106580,Cash and Cash E,11000000,3
269,ID1178,Dealer,IFR189,GRP500,RM2015,1/23/2016,5/8/2016,5/8/2017,PRD016,5/8/2016,6,11/7/2016,3.33,0.45,3770000,142506,Mortgage over Real Property (Residential),14100000,1
270,ID1275,Dealer,IFR165,GRP514,RM2003,1/24/2016,3/23/2016,3/23/2017,PRD012,3/23/2016,6,9/22/2016,2.51,0.22,3450000,94185,General Mortgage/Lien,10000000,1
271,ID1146,Dealer,IFR148,GRP500,RM2018,1/26/2016,5/29/2016,5/29/2017,PRD016,5/29/2016,24,5/31/2018,2.05,0.24,4570000,104653,Residential Property,18700000,2
272,ID1304,Commercial,IFR162,GRP514,RM2034,1/26/2016,4/4/2016,4/4/2017,PRD009,4/4/2016,24,4/6/2018,2.62,0.5,1550000,48360,Tripartite Deed/Agreement,11600000,4
273,ID1350,Dealer,IFR127,GRP517,RM2021,1/27/2016,5/18/2016,5/18/2017,PRD011,5/18/2016,48,5/21/2020,2.53,0.29,740000,20868,Tripartite Deed/Agreement,7000000,4
274,ID1196,Property Development,IFR130,GRP516,RM2009,1/31/2016,5/27/2016,5/27/2017,PRD020,5/27/2016,24,5/29/2018,2.81,0.2,910000,27391,Bill of Sale over specific business assets,13500000,6
275,ID1116,Dealer,IFR193,GRP516,RM2024,2/3/2016,5/11/2016,5/11/2017,PRD002,5/11/2016,48,5/14/2020,2.75,0.22,6090000,180873,Crop Lien,23300000,3
276,ID1425,Dealer,IFR141,GRP514,RM2006,2/5/2016,6/11/2016,6/11/2017,PRD015,6/11/2016,60,6/15/2021,2.7,0.22,5170000,150964,Bank Guarantee by Australian Financial Institution,5600000,4
277,ID1115,Property Development,IFR141,GRP514,RM2006,2/8/2016,2/25/2016,2/24/2017,PRD017,2/25/2016,24,2/26/2018,1.62,0.36,5220000,103356,Mortgage over Real Property (Commercial),20900000,4
278,ID1257,Commercial,IFR145,GRP514,RM2035,2/9/2016,4/13/2016,4/13/2017,PRD019,4/13/2016,24,4/15/2018,2.28,0.19,3160000,78052,Ships Mortgage,24700000,4
279,ID1325,Dealer,IFR188,GRP515,RM2029,2/9/2016,3/27/2016,3/27/2017,PRD010,3/27/2016,12,3/28/2017,2.33,0.39,4960000,134912,Fixed and Floating Company Charge,7900000,1
280,ID1486,Commercial,IFR173,GRP500,RM2016,2/9/2016,3/25/2016,3/25/2017,PRD013,3/25/2016,36,3/28/2019,2.27,0.4,6120000,163404,Cash and Cash E,5900000,5
281,ID1023,Dealer,IFR134,GRP501,RM2007,2/10/2016,5/23/2016,5/23/2017,PRD008,5/23/2016,36,5/26/2019,1.79,0.3,5730000,119757,Traded Equities,15000000,4
282,ID1352,Property Development,IFR130,GRP516,RM2025,2/10/2016,5/8/2016,5/8/2017,PRD008,5/8/2016,48,5/11/2020,2.56,0.43,6310000,188669,Ships Mortgage,16000000,1
283,ID1288,Property Development,IFR185,GRP520,RM2001,2/11/2016,5/26/2016,5/26/2017,PRD002,5/26/2016,24,5/28/2018,3.06,0.46,5810000,204512,Residential Property,6700000,5
284,ID1074,Commercial,IFR173,GRP500,RM2001,2/12/2016,4/29/2016,4/29/2017,PRD001,4/29/2016,36,5/2/2019,2.84,0.49,6240000,207792,Crop Lien,22100000,2
285,ID1317,Property Development,IFR135,GRP502,RM2016,2/13/2016,4/18/2016,4/18/2017,PRD012,4/18/2016,6,10/18/2016,1.6,0.16,580000,10208,Fixed Company Charge,5700000,6
286,ID1006,Dealer,IFR120,GRP500,RM2024,2/14/2016,3/24/2016,3/24/2017,PRD009,3/24/2016,24,3/26/2018,2.85,0.18,3810000,115443,Fixed and Floating Charge (Cashflow lending),21800000,3
287,ID1062,Corporate,IFR138,GRP514,RM2018,2/15/2016,5/31/2016,5/31/2017,PRD015,5/31/2016,12,6/1/2017,3.49,0.14,5080000,184404,Limited Guarantee and Indemnity (supported),13100000,3
288,ID1482,Commercial,IFR101,GRP504,RM2038,2/15/2016,6/17/2016,6/17/2017,PRD006,6/17/2016,6,12/17/2016,1.63,0.47,5930000,124530,Mortgage over life insurance,8900000,6
289,ID1076,Property Development,IFR119,GRP511,RM2023,2/23/2016,4/15/2016,4/15/2017,PRD016,4/15/2016,12,4/16/2017,3.26,0.34,5420000,195120,Limited Cross Guarantee and Indemnity (supported),7000000,5
290,ID1397,Corporate,IFR187,GRP510,RM2032,2/23/2016,3/17/2016,3/17/2017,PRD018,3/17/2016,12,3/18/2017,3.55,0.17,6430000,239196,Commercial Property,14400000,2
291,ID1157,Commercial,IFR141,GRP514,RM2010,2/27/2016,5/15/2016,5/15/2017,PRD001,5/15/2016,24,5/17/2018,2.55,0.23,6060000,168468,Mortgage over Real Property (Commercial),3100000,1
292,ID1383,Dealer,IFR123,GRP520,RM2007,2/29/2016,5/28/2016,5/28/2017,PRD001,5/28/2016,60,6/1/2021,3.03,0.25,4580000,150224,Limited Guarantee and Indemnity (supported),10100000,6
293,ID1498,Dealer,IFR158,GRP500,RM2015,2/29/2016,5/12/2016,5/12/2017,PRD008,5/12/2016,12,5/13/2017,3.69,0.18,410000,15867,Tripartite Deed/Agreement,7600000,5
294,ID1232,Commercial,IFR101,GRP504,RM2020,3/1/2016,3/27/2016,3/27/2017,PRD004,3/27/2016,36,3/30/2019,2.27,0.16,6200000,150660,Fixed Company Charge,8900000,1
295,ID1357,Dealer,IFR199,GRP514,RM2011,3/1/2016,5/31/2016,5/31/2017,PRD014,5/31/2016,6,11/30/2016,2.34,0.15,2900000,72210,Crop Lien,4000000,2
296,ID1209,Dealer,IFR168,GRP509,RM2005,3/2/2016,6/11/2016,6/11/2017,PRD006,6/11/2016,24,6/13/2018,1.68,0.1,1450000,25810,Fixed and Floating Company Charge,12400000,6
297,ID1210,Dealer,IFR145,GRP514,RM2012,3/3/2016,5/16/2016,5/16/2017,PRD015,5/16/2016,6,11/15/2016,2.01,0.23,730000,16352,Bill of Sale over specific business assets,12600000,4
298,ID1009,Commercial,IFR102,GRP512,RM2031,3/5/2016,5/17/2016,5/17/2017,PRD004,5/17/2016,12,5/18/2017,3.61,0.41,4660000,187332,Tripartite Deed/Agreement,13800000,3
299,ID1303,Dealer,IFR194,GRP511,RM2032,3/5/2016,7/2/2016,7/2/2017,PRD013,7/2/2016,36,7/5/2019,2.87,0.18,4220000,128710,Fixed and Floating Charge (Cashflow lending),10700000,5
300,ID1412,Corporate,IFR123,GRP520,RM2017,3/5/2016,6/2/2016,6/2/2017,PRD020,6/2/2016,60,6/6/2021,2.8,0.29,1300000,40170,Limited Guarantee and Indemnity (unsupported),13900000,4
301,ID1082,Property Development,IFR199,GRP514,RM2016,3/7/2016,6/20/2016,6/20/2017,PRD011,6/20/2016,6,12/20/2016,2.69,0.13,5450000,153690,Commercial Property,11700000,3
302,ID1142,Dealer,IFR169,GRP517,RM2038,3/8/2016,6/2/2016,6/2/2017,PRD012,6/2/2016,48,6/5/2020,2.89,0.3,1300000,41470,Traded Equities,18800000,6
303,ID1448,Dealer,IFR161,GRP507,RM2011,3/8/2016,5/15/2016,5/15/2017,PRD012,5/15/2016,12,5/16/2017,3.2,0.37,1000000,35700,Bill of Sale over specific business assets,17500000,2
304,ID1446,Dealer,IFR129,GRP500,RM2009,3/9/2016,6/12/2016,6/12/2017,PRD015,6/12/2016,24,6/14/2018,2.25,0.25,4680000,117000,Limited Guarantee and Indemnity (supported),3700000,1
305,ID1431,Dealer,IFR180,GRP502,RM2027,3/10/2016,6/1/2016,6/1/2017,PRD012,6/1/2016,24,6/3/2018,1.63,0.34,850000,16745,Bill of Sale over a Post Office licence,6900000,2
306,ID1223,Commercial,IFR153,GRP507,RM2000,3/12/2016,4/1/2016,4/1/2017,PRD020,4/1/2016,12,4/2/2017,2.84,0.16,3480000,104400,Fixed Company Charge,11200000,5
307,ID1135,Dealer,IFR111,GRP502,RM2025,3/13/2016,5/10/2016,5/10/2017,PRD002,5/10/2016,12,5/11/2017,1.68,0.33,1290000,25929,Limited Guarantee and Indemnity (supported),9200000,5
308,ID1206,Commercial,IFR159,GRP502,RM2011,3/15/2016,6/15/2016,6/15/2017,PRD007,6/15/2016,24,6/17/2018,1.77,0.47,4660000,104384,Limited Cross Guarantee and Indemnity (supported),18900000,6
309,ID1260,Commercial,IFR112,GRP507,RM2008,3/16/2016,4/8/2016,4/8/2017,PRD020,4/8/2016,36,4/11/2019,3.36,0.24,6400000,230400,Mortgage over a lease,19000000,3
310,ID1053,Commercial,IFR143,GRP514,RM2019,3/18/2016,5/30/2016,5/30/2017,PRD013,5/30/2016,12,5/31/2017,2.28,0.24,6510000,164052,Mortgage over a lease,16300000,6
311,ID1068,Commercial,IFR169,GRP517,RM2023,3/18/2016,5/22/2016,5/22/2017,PRD013,5/22/2016,12,5/23/2017,2.62,0.37,4530000,135447,Bill of Sale over specific business assets,10100000,3
312,ID1067,Dealer,IFR148,GRP500,RM2012,3/20/2016,6/12/2016,6/12/2017,PRD011,6/12/2016,24,6/14/2018,1.85,0.26,6810000,143691,Fixed Company Charge,18800000,2
313,ID1136,Commercial,IFR173,GRP500,RM2024,3/22/2016,5/20/2016,5/20/2017,PRD015,5/20/2016,12,5/21/2017,2.18,0.11,6620000,151598,Residential Property,11700000,4
314,ID1316,Dealer,IFR170,GRP516,RM2013,3/22/2016,6/8/2016,6/8/2017,PRD020,6/8/2016,12,6/9/2017,2.49,0.45,1900000,55860,Bill of Sale over a Post Office licence,9800000,4
315,ID1239,Dealer,IFR112,GRP507,RM2027,3/23/2016,7/20/2016,7/20/2017,PRD018,7/20/2016,12,7/21/2017,3.67,0.38,5160000,208980,Term Deposit at the bank.,10300000,1
316,ID1430,Dealer,IFR129,GRP500,RM2009,3/24/2016,6/23/2016,6/23/2017,PRD016,6/23/2016,12,6/24/2017,3.3,0.27,810000,28917,Bill of Sale over a Motor Vehicle,6700000,3
317,ID1063,Dealer,IFR174,GRP511,RM2007,3/25/2016,6/23/2016,6/23/2017,PRD010,6/23/2016,12,6/24/2017,1.96,0.34,1630000,37490,Fixed and Floating Charge (Cashflow lending),20000000,2
318,ID1158,Dealer,IFR166,GRP500,RM2040,3/25/2016,7/3/2016,7/3/2017,PRD007,7/3/2016,48,7/6/2020,2.23,0.28,6730000,168923,Fixed and Floating Charge (Cashflow lending),8100000,2
319,ID1471,Dealer,IFR133,GRP516,RM2015,3/25/2016,7/29/2016,7/29/2017,PRD006,7/29/2016,12,7/30/2017,2.67,0.19,4610000,131846,Crop Lien,13900000,5
320,ID1348,Commercial,IFR105,GRP501,RM2037,3/26/2016,5/14/2016,5/14/2017,PRD010,5/14/2016,36,5/17/2019,1.83,0.34,6530000,141701,Collateral Type Desc,22200000,4
321,ID1444,Commercial,IFR162,GRP514,RM2036,3/26/2016,7/10/2016,7/10/2017,PRD012,7/10/2016,48,7/13/2020,2.32,0.39,2140000,57994,Crop Lien,6100000,3
322,ID1287,Property Development,IFR102,GRP512,RM2017,3/27/2016,6/5/2016,6/5/2017,PRD007,6/5/2016,12,6/6/2017,2.7,0.2,290000,8410,Mortgage over Real Property (Industrial),8800000,4
323,ID1159,Commercial,IFR131,GRP505,RM2013,3/28/2016,5/25/2016,5/25/2017,PRD013,5/25/2016,12,5/26/2017,3.15,0.31,5190000,179574,Mortgage over Real Property (Industrial),24000000,6
324,ID1183,Dealer,IFR142,GRP519,RM2021,3/29/2016,5/4/2016,5/4/2017,PRD007,5/4/2016,24,5/6/2018,1.69,0.39,4220000,87776,Tripartite Deed/Agreement,14900000,1
325,ID1195,Dealer,IFR162,GRP514,RM2014,3/30/2016,7/29/2016,7/29/2017,PRD018,7/29/2016,6,1/28/2017,2.72,0.16,400000,11520,Mortgage over Real Property (Industrial),14100000,2
326,ID1092,Commercial,IFR119,GRP511,RM2028,4/1/2016,7/12/2016,7/12/2017,PRD016,7/12/2016,36,7/15/2019,2.36,0.42,6060000,168468,Bill of Sale over business assets,14500000,6
327,ID1132,Commercial,IFR158,GRP500,RM2017,4/2/2016,4/27/2016,4/27/2017,PRD013,4/27/2016,12,4/28/2017,3.5,0.41,850000,33235,Crop Lien,20100000,2
328,ID1043,Dealer,IFR182,GRP518,RM2006,4/3/2016,6/13/2016,6/13/2017,PRD008,6/13/2016,6,12/13/2016,2.68,0.5,4510000,143418,Fixed and Floating Company Charge,4500000,2
329,ID1470,Commercial,IFR136,GRP502,RM2013,4/4/2016,7/9/2016,7/9/2017,PRD015,7/9/2016,24,7/11/2018,2.97,0.11,580000,17864,General Mortgage/Lien,19300000,1
330,ID1277,Commercial,IFR189,GRP500,RM2005,4/8/2016,5/18/2016,5/18/2017,PRD017,5/18/2016,6,11/17/2016,3.29,0.24,3380000,119314,Fixed and Floating Company Charge,16000000,2
331,ID1341,Commercial,IFR104,GRP502,RM2002,4/8/2016,5/20/2016,5/20/2017,PRD019,5/20/2016,48,5/23/2020,2.85,0.18,6830000,206949,Gold Deposit,21600000,4
332,ID1059,Dealer,IFR176,GRP519,RM2007,4/9/2016,7/17/2016,7/17/2017,PRD002,7/17/2016,6,1/16/2017,2.25,0.11,6850000,161660,Limited Cross Guarantee and Indemnity (supported),7400000,1
333,ID1117,Dealer,IFR104,GRP502,RM2034,4/9/2016,7/1/2016,7/1/2017,PRD009,7/1/2016,12,7/2/2017,2.51,0.44,5420000,159890,Cash and Cash E,11500000,3
334,ID1010,Property Development,IFR150,GRP514,RM2003,4/11/2016,8/14/2016,8/14/2017,PRD013,8/14/2016,36,8/17/2019,3.5,0.48,4090000,162782,Bill of Sale over business assets,22100000,6
335,ID1217,Commercial,IFR190,GRP502,RM2016,4/11/2016,5/29/2016,5/29/2017,PRD018,5/29/2016,48,6/1/2020,3.28,0.16,1740000,59856,Mortgage over Real Property (Industrial),19500000,5
336,ID1364,Dealer,IFR157,GRP515,RM2030,4/12/2016,5/1/2016,5/1/2017,PRD019,5/1/2016,12,5/2/2017,2.55,0.1,680000,18020,Crop Lien,7900000,4
337,ID1013,Dealer,IFR191,GRP500,RM2031,4/14/2016,5/25/2016,5/25/2017,PRD015,5/25/2016,6,11/24/2016,2.36,0.13,2530000,62997,Bill of Sale over business assets,7300000,2
338,ID1435,Dealer,IFR159,GRP502,RM2040,4/14/2016,5/17/2016,5/17/2017,PRD002,5/17/2016,24,5/19/2018,3.28,0.47,3310000,124125,Transfer of Mortgage over a Lease,19200000,5
339,ID1015,Dealer,IFR108,GRP515,RM2010,4/19/2016,6/3/2016,6/3/2017,PRD005,6/3/2016,48,6/6/2020,2.36,0.29,5780000,153170,Transfer of Mortgage over a Lease,12100000,5
340,ID1255,Dealer,IFR141,GRP514,RM2022,4/20/2016,8/25/2016,8/25/2017,PRD020,8/25/2016,12,8/26/2017,3.42,0.28,4960000,183520,Cash and Cash E,9700000,1
341,ID1182,Dealer,IFR128,GRP514,RM2038,4/21/2016,5/17/2016,5/17/2017,PRD001,5/17/2016,6,11/16/2016,1.8,0.14,1490000,28906,Stock Mortgage,7400000,2
342,ID1151,Dealer,IFR196,GRP500,RM2003,4/23/2016,7/24/2016,7/24/2017,PRD002,7/24/2016,12,7/25/2017,1.55,0.29,6230000,114632,Cash and Cash E,14100000,1
343,ID1125,Corporate,IFR118,GRP514,RM2037,4/24/2016,8/31/2016,8/31/2017,PRD002,8/31/2016,6,3/2/2017,2.08,0.2,4770000,108756,Tripartite Deed/Agreement,14700000,1
344,ID1026,Dealer,IFR119,GRP511,RM2040,4/25/2016,6/8/2016,6/8/2017,PRD020,6/8/2016,60,6/12/2021,2.83,0.45,5610000,184008,Mortgage over life insurance,3800000,2
345,ID1194,Dealer,IFR168,GRP509,RM2033,4/26/2016,8/3/2016,8/3/2017,PRD004,8/3/2016,60,8/7/2021,1.68,0.35,2520000,51156,Limited Cross Guarantee and Indemnity (supported),13600000,6
346,ID1319,Commercial,IFR175,GRP500,RM2002,4/26/2016,7/7/2016,7/7/2017,PRD001,7/7/2016,36,7/10/2019,3.28,0.19,2520000,87444,Limited Cross Guarantee and Indemnity (supported),17600000,4
347,ID1179,Commercial,IFR123,GRP520,RM2007,4/27/2016,6/23/2016,6/23/2017,PRD010,6/23/2016,24,6/25/2018,2.01,0.11,2470000,52364,Mortgage over a lease,2400000,1
348,ID1226,Property Development,IFR195,GRP517,RM2020,4/27/2016,8/18/2016,8/18/2017,PRD001,8/18/2016,12,8/19/2017,3.11,0.12,4010000,129523,General Mortgage/Lien,22600000,4
349,ID1087,Dealer,IFR122,GRP511,RM2039,4/29/2016,6/16/2016,6/16/2017,PRD014,6/16/2016,12,6/17/2017,2.9,0.13,6410000,194223,Bill of Sale over business assets,2500000,3
350,ID1447,Commercial,IFR110,GRP505,RM2006,5/4/2016,8/4/2016,8/4/2017,PRD002,8/4/2016,12,8/5/2017,3.22,0.13,6000000,201000,Bill of Sale over business assets,15900000,4
351,ID1340,Commercial,IFR161,GRP507,RM2029,5/6/2016,6/3/2016,6/3/2017,PRD007,6/3/2016,12,6/4/2017,2.49,0.21,3940000,106380,Stock Mortgage,9700000,1
352,ID1390,Corporate,IFR106,GRP507,RM2011,5/8/2016,9/12/2016,9/12/2017,PRD020,9/12/2016,12,9/13/2017,1.63,0.44,1950000,40365,Mortgage over Real Property (Residential),18600000,6
353,ID1464,Commercial,IFR165,GRP514,RM2035,5/10/2016,8/14/2016,8/14/2017,PRD018,8/14/2016,12,8/15/2017,2.03,0.26,4420000,101218,Transfer of Mortgage over Real Property,6300000,4
354,ID1024,Dealer,IFR182,GRP518,RM2013,5/14/2016,7/30/2016,7/30/2017,PRD011,7/30/2016,6,1/29/2017,1.5,0.47,1610000,31717,Crop Lien,21900000,5
355,ID1166,Dealer,IFR191,GRP500,RM2005,5/17/2016,6/18/2016,6/18/2017,PRD011,6/18/2016,6,12/18/2016,2.91,0.44,1630000,54605,Bill of Sale over specific business assets,20600000,3
356,ID1224,Dealer,IFR186,GRP502,RM2019,5/20/2016,9/19/2016,9/19/2017,PRD001,9/19/2016,48,9/22/2020,3.64,0.42,4650000,188790,Unregistered Mortgage over an unregistered lease,17900000,2
357,ID1280,Dealer,IFR107,GRP502,RM2029,5/21/2016,6/11/2016,6/11/2017,PRD004,6/11/2016,36,6/14/2019,2.33,0.26,5900000,152810,Stock Mortgage,21600000,3
358,ID1134,Corporate,IFR155,GRP514,RM2007,5/23/2016,8/4/2016,8/4/2017,PRD007,8/4/2016,48,8/7/2020,2,0.12,1480000,31376,Mortgage over Real Property (Residential),4900000,3
359,ID1071,Corporate,IFR114,GRP505,RM2016,5/24/2016,9/19/2016,9/19/2017,PRD008,9/19/2016,12,9/20/2017,3.24,0.15,770000,26103,Traded Equities,22100000,3
360,ID1270,Property Development,IFR133,GRP516,RM2011,5/28/2016,9/6/2016,9/6/2017,PRD008,9/6/2016,12,9/7/2017,2.35,0.22,5810000,149317,Limited Guarantee and Indemnity (supported),14100000,3
361,ID1160,Dealer,IFR106,GRP507,RM2028,5/29/2016,9/15/2016,9/15/2017,PRD001,9/15/2016,12,9/16/2017,3.74,0.23,1120000,44464,Commercial Property,20700000,4
362,ID1097,Corporate,IFR180,GRP502,RM2028,6/3/2016,9/29/2016,9/29/2017,PRD014,9/29/2016,48,10/2/2020,2.36,0.47,3980000,112634,Residential Property,19400000,3
363,ID1093,Dealer,IFR190,GRP502,RM2029,6/4/2016,6/23/2016,6/23/2017,PRD001,6/23/2016,48,6/26/2020,3.7,0.38,430000,17544,Mortgage over Real Property (Commercial),23500000,1
364,ID1207,Dealer,IFR145,GRP514,RM2000,6/4/2016,6/26/2016,6/26/2017,PRD018,6/26/2016,12,6/27/2017,2.02,0.11,6840000,145692,Fixed and Floating Charge (Cashflow lending),14100000,5
365,ID1119,Dealer,IFR103,GRP505,RM2001,6/10/2016,9/10/2016,9/10/2017,PRD004,9/10/2016,24,9/12/2018,2.07,0.29,6750000,159300,Mortgage over Real Property (Commercial),20700000,6
366,ID1372,Commercial,IFR132,GRP517,RM2030,6/10/2016,8/7/2016,8/7/2017,PRD006,8/7/2016,12,8/8/2017,3.44,0.36,2890000,109820,Collateral Type Desc,12400000,3
367,ID1070,Dealer,IFR122,GRP511,RM2012,6/13/2016,10/6/2016,10/6/2017,PRD015,10/6/2016,12,10/7/2017,3.03,0.32,440000,14740,Fixed and Floating Company Charge,10400000,6
368,ID1198,Dealer,IFR145,GRP514,RM2018,6/15/2016,8/13/2016,8/13/2017,PRD008,8/13/2016,24,8/15/2018,2.59,0.1,1820000,48958,Mortgage over Real Property (Industrial),11100000,3
369,ID1002,Dealer,IFR148,GRP500,RM2008,6/16/2016,7/8/2016,7/8/2017,PRD009,7/8/2016,24,7/10/2018,2.5,0.21,1260000,34146,Bill of Sale over a Post Office licence,8700000,2
370,ID1309,Property Development,IFR185,GRP520,RM2010,6/16/2016,8/25/2016,8/25/2017,PRD020,8/25/2016,24,8/27/2018,2.5,0.32,4420000,124644,Limited Guarantee and Indemnity (unsupported),22800000,1
371,ID1036,Dealer,IFR123,GRP520,RM2006,6/17/2016,8/9/2016,8/9/2017,PRD014,8/9/2016,12,8/10/2017,2.26,0.43,370000,9953,Transfer of Mortgage over Real Property,11400000,2
372,ID1313,Commercial,IFR128,GRP514,RM2015,6/20/2016,8/6/2016,8/6/2017,PRD011,8/6/2016,36,8/9/2019,2.98,0.27,3750000,121875,Collateral Type Desc,13300000,2
373,ID1386,Commercial,IFR197,GRP502,RM2024,6/22/2016,10/5/2016,10/5/2017,PRD013,10/5/2016,6,4/6/2017,2.11,0.33,2360000,57584,Unregistered Mortgage over an unregistered lease,7700000,4
